Sentence,"huli - [0: 'hulí', 2: 'hulì', 1: 'húli']",
Ang humahabol sa dalawang kuneho nang sabay ay walang nahuhuli.,1,
"Sa huli, nakuha namin ang gusto namin.",0,
Hindi pa nahuhuli si Tom.,1,
Alam ko nang hindi ko dapat ipinagpaliban ang paggawa ng takdang-aralin ko hanggang sa huling minuto.,0,
Akala namin nahuli ka ng kalaban.,1,
Nagpapakain si Tom ng mga ibon sa parke noong huli ko siyang nakita.,0,
Si Tom ang pinakahuling mag-aaral na umalis.,0,
Ito na ang huling araw ng Ramadan.,0,
Parang hindi mo yata pinanood yung video hanggang huli.,0,
Kinain ko ang huling piraso ng tinapay.,0,
Mahuhuli na ako sa klase ko.,0,
"Halos buong araw na hindi pinansin ni Tom si Mary, pero sa huli, kinausap niya siya pagkatapos maghapunan.",0,
Masyado na pong huli.,0,
Alam ko pong masyado nang huli ang lahat.,0,
Nahuli si Tom na nagsisinungaling.,1,
"Noong huli, masyadong mahal ang karne.",0,
"Ako ang huling nagsimula sa karera, pero hindi nagtagal ay naabutan ko ang iba.",0,
"Pagkaalis ng huling kliyente, isasara natin ang mga pintuan.",0,
May nahuli akong magandang paruparo.,1,
Pinakagaling tumawa ang huling tumawa.,0,
Ako ang pinakahuli.,0,
Nahuli ng pulis ang tumakas na kriminal.,1,
Mahuhuli ka sa eskuwela.,0,
"Pagkaalis ng huling kliyente, nagsara kami ng mga pintuan.",0,
Nahuli na rin sa wakas si Tom.,0,
Hindi ko na matandaan ang huling beses na may nakainom akong babae.,0,
Nahuli siya dahil sa yelo.,0,
Huwag kang mahuli sa eskuwela nang malimit.,0,
Nahuli na ba ang mga tumakas na preso?,1,
"Pagkaalis ng huling mamimili, isasara natin ang mga pintuan.",0,
Nahuli na ba ang mga nakatakas na bilanggo?,1,
Dapat hulihin nang buhay ang hayop.,1,
"Sa huli, nakuha namin ang impormasyon.",0,
Nahuli ang paghahatid.,0,
Ano ang huling iskor?,0,
Masyado nang huling kumilos ang mga Britaniko.,0,
"Sa huli, nakatulog nang mahimbing ang sanggol.",0,
Heto ang suweldo mo para sa huling buwan.,0,
Huwag mahuli sa klase muli.,0,
Heto ang kinita ninyo para sa huling buwan.,0,
Nahuli nila ang soro.,1,
Heto ang suweldo niyo para sa huling buwan.,0,
Hindi ko na maalala ang huling beses na may nakainom akong babae.,0,
Malamang ay hindi si Tom ang huling gagawa niyan.,0,
Ang huli niyang sulat ay sa taglagas ng 2010.,0,
Ako ang huling natitirang mananampalataya ng Diyosang Demeter.,0,
Ang tatay ko ay nakapaghuli ng tatlong isda kahapon.,1,
Pag-asa ang huling namamatay.,0,
Nakahuli ako ng isda!,1,
Kailan ba ang huling beses na nagpasko kayo kasama ang buo ninyong pamilya?,0,
Ako ang kumain ng huling piraso ng tinapay.,0,
Maaari ba ninyong ipaliwanag kung bakit kayo nahuli?,0,
May nahuli akong malaking isda kahapon.,1,
Alam ko nang nahuli ako sa patibong.,1,
Hindi gagana kung wala ang huling bahagi.,0,
Heto ang kita mo para sa huling buwan.,0,
Bakit ba na palaging huli ka?,0,
Nahuli si Tom ng kalaban.,1,
Bababa ako sa huling istasyon.,0,
Nakahuli ako ng magandang paruparo.,1,
Isa-isang pinaghuhuli ang mga lalaki.,1,*
Pinaghuhuli ng mga pulis ang mga tao sa ilegal na pasugalan.,1,*
Dadating siya nang alas otso nang pinakahuli.,0,
Kalimutan ninyo ang huling parte.,0,
Nahuli ng kapulisan ang tumakas na kriminal.,1,
Nahuli ng pulisya ang nakatakas na kriminal.,1,
Itong huling tag-init pumunta ako sa Italya.,0,
Nahuli si Tom dahil may trapik.,0,
Sa tingin ko ay mahúhuli sila.,0,
Lalaban kami hanggang sa huling sandali para protektahan ang bayan namin.,0,
Nahuli na ba ang mga nakatakas na preso?,1,
May nahuli pong mga paruparo ang mga bata.,1,
"Bilisan ninyo, o mahuhuli kayo sa tanghalian.",0,
Mukha kayong mas masaya ngayon kaysa sa huling beses na nakita ko kayo.,0,
Heto ang kinita niyo para sa huling buwan.,0,
Tumakas ka na bago pa mahuli ang lahat.,0,
Mas mataba si Tom ngayon kaysa nung huli ko siyang nakita.,0,
Si Tom ang huling taong gusto kong makita ngayon.,0,
Limang isda ang nahuli ko kahapon.,1,
Iyan ang huling beses.,0,
Nahuli ng pulisya ang tumakas na kriminal.,1,
Nanghuli ng mga paruparo ang mga bata.,1,
Nahuli ng kapulisan ang nakatakas na kriminal.,1,
Nahuli si Tom ng mga kalaban.,1,
Naglagay tayo ng mga patibong para manghuli ng mga kuneho.,1,
Hinding-hindi ko makakalimutan ang huling beses na nakita ko si Tom.,0,
Sinabi sa akin ni Tom na hindi niya nakilala si Mary sa huling pagkikita nila.,0,
Nahuli ko ang tatay mong may kahalikan na ibang babae.,1,
Nahuli ko si Tom na binabasa ang aking talaarawan.,1,
Kailan ang pinakahuling beses na tumalon ka sa tuwa?,0,
"Kung sakali mang mahuli ako, hindi mo kailangang maghintay sa akin.",0,
Heto ang kita niyo para sa huling buwan.,0,
Hulihin ninyo sila bago nila tayo hulihin.,1,
Naalala ni Tom ang huling beses na niyakap niya si Mary.,0,
Nahuli akong humaharurot.,1,
Ito'y huling-huli na para sa kanila.,0,
Sino ang nakahuli kay Tom?,1,
Nagtiis siya ang hanggang sa pinakahuli.,0,
Huwag kayong magpahuli.,0,
Huwag kayong magpapahuli.,0,
May nahuli akong isda!,1,
"Magiging ayos lang ang lahat sa huli, at kung hindi pa ayos, hindi pa tapos.",0,
Iyon ang kanyang huling mga salita.,0,
Kinakailangan ng maayos na patibong para makahuli ng oso.,1,
Malaki ang ipinagbago ng bayan sa huling dalawang taon.,0,
Ito ang huling beses.,0,
Naabutan pa namin ang huling tren.,0,
Mahuhuli na ako sa klase.,0,
Heto ang kita ninyo para sa huling buwan.,0,
Binasa ko ang diksiyonaryo sa pinakauna hanggang sa pinakahuling pahina.,0,
Maghanda ka na! Bukas na ang huling araw.,0,
Heto ang suweldo ninyo para sa huling buwan.,0,
"Hindi ito ang huling tren, hindi ba?",0,
"Sabi ko kay Yaroslav na mga hotel ng Pranses ang tinulugan namin sa Ehipto, pero sa kahuli-huli ay hotel na domestiko.",0,
Nakahuli ako ng tatlong isda kahapon.,1,
Kailan ka huling nagkasakit?,0,
Nahuli ako dahil naipit ako sa trapik.,0,
Kawawang pusa! Hindi niya mahuli ang maliksing daga.,1,
Maaari mo bang ipaliwanag kung bakit ka nahuli?,0,
Alam kong masyado nang huli ang lahat.,0,
Walang estudyanteng nahuli para sa eskuwela.,0,
Nahuli siyang nangongopya sa iksamen at pinagalitan.,1,
Akala namin nahuli kayo ng kalaban.,1,
"Sa huli, nanalo ako.",0,
Pinagsabihan ni Tom si Mary dahil nahuli siya.,0,
Nahuli kami dahil ng bagyo.,0,
"Pagkaalis ng huling kustomer, isinara namin ang mga pintuan.",0,
May nahuli ka bang isda sa ilog?,1,
Nakahuli ng gamugamo ang isa sa mga kuting.,1,
Medyo huli na para magdasal.,0,
"Magmadali ka, o maleleyt ka sa huling tren.",0,
Gusto kong humungi ng tawad sa naging asal ko nung huli tayong nagkita.,0,
Naghati-hati kami sa huli.,0,
Alam ko na pong hindi ko dapat ipinagpaliban ang paggawa ng takdang-aralin ko hanggang sa huling minuto.,0,
Naglagay kami ng mga bitag para manghuli ng mga kuneho.,1,
Naglagay tayo ng mga bitag para manghuli ng mga kuneho.,1,
Pinanghuli ng bata sa ibon ang lambat.,1,
Ako ay nahuli noong umaga kaya nagalit ang aking amo.,0,
Kailan mong huling dinala ang mga bata sa tabing-dagat?,0,
Dati nang nahuli si Betty dahil sa pagnanakaw.,1,
Malamang ay hindi si Tom ang huling gagawa niyon.,0,
Masyado akong nahuli ng gising.,0,
Mukha kang mas masaya ngayon kaysa sa huling beses na nakita kita.,0,
Nahuli niya ang dalawampung paru-paro.,1,
Nahuli uli si Tom.,0,
"Una, pangalawa, ikatlo, ika-4, ika-5, ika-6, ika-7, ika-8, ika-9, ika-10... pangalawa sa huli, huli.",0,
Kailan ang huling beses na sumakay ka ng kabayo?,0,
"Sa huli, nakuha natin ang gusto natin.",0,
Maraming nahuling isda sa dalampasigang katabi ng nayon.,1,
Tingnan natin kung ano ang naaalala natin mula sa huling aralin.,0,
Siya ang dumating na huli.,0,
"Noong huli kitang makita, trese ka pa lang.",0,
Limang taon na mula nung huli kitang makita.,0,
"Bumisita siya sa Taylandiya at sa bandang huli, naging Budista siya.",0,
"Pagkaalis ng huling kustomer, isasara namin ang mga pintuan.",0,
Nahuli si Tom dahil sa mabilis na pagpapatakbo.,1,
"Gaya nga ng sabi ng ating kapitan, masyado nang huli para makatakas kapag kinakain na ng mga pating ang mga binti mo.",0,
Nahuli ni Tom si Mary na nanonood ng telenobela nang patago sa gabi.,1,
"Ikaw ang pangalawa sa huli para sa isda, pagkatapos niya.",0,
"Halos buong araw na hindi pinansin ni Tom si Mary, pero sa huli, nakipag-usap siya sa kanya pagkatapos maghapunan.",0,
"Noong huli kitang makita, labintatlong taong gulang ka pa lang.",0,
Nakahuli ako ng malaking isda kahapon.,1,
Nahuli ng pulisya ang magnanakaw.,1,
Dali! Mahuhuli na tayo.,0,
Nahuli na nila siya.,1,
Heto ang kinita mo para sa huling buwan.,0,
Nahuli ni Tom si Mary na binabasa ang kanyang talaarawan.,1,
Matagumpay akong pumasok sa huling tren.,0,
Ito na ang huling pagtutuos sa pagitan ng kabutihan at kasamaan.,0,
Kinain nilang dalawa ang kanilang mga tsokolate hanggang sa kahulihuling piraso.,0,
Nahuli ng pulis sina Tom at Mary na nagkakantutan sa kotse.,1,
Naabutan pa natin ang huling tren.,0,
"Sa huling pelikula ng X-Men, nagsalita ng Polako si Magneto.",0,
Nakahuli ng malaking isda ang bata.,1,
"Pagkaalis ng huling kustomer, isasara natin ang mga pintuan.",0,
Bawal sa lugar na ito ang panghuhuli ng hayop.,1,
Muntik ko na pong mahuli ang isda.,1,
Nanghuhuli sila ng mga soro.,1,
Nahuli akong nagpapatakbo nang mabilis.,1,
Mahuhuli ako nang kalahating oras.,0,
Limang taon na ang lumipas nang huli kitang makita.,0,
Masyado nang huli.,0,
Lalaban tayo hanggang sa huling sandali para protektahan ang bayan natin.,0,
Wala siyang ipinagbago mula nang huling beses ko siyang nakita.,0,
Ako ang huling nagpasa ng pagsusulit.,0,
Siya ang huling taong inaasahan kong makita sa ganoong klaseng lugar.,0,
May nahuling gamugamo ang isa sa mga kuting.,1,
Iyon ang huling beses.,0,
Naglagay kami ng mga patibong para manghuli ng mga kuneho.,1,
Nahuli na nila ang isa sa mga teroristang nagbomba sa Paris.,1,
Ang Panahong Heian ang pinakahuling bahagi ng klasikong Kasaysayan ng Hapon noong taong 794 haggang 1185.,0,
Nahuli ko siya sa akto.,1,
Kung di tayo mamamadali hindi natin maabutan ang huling tren.,0,
Hindi si Tom ang huling bumaba ng bus.,0,
Nahuli ng bata ang ibon gamit ang lambat.,1,
Bakit ka nahuli?,0,
Kinailangan nilang baguhin ang kanilang iskedyul dahil nahuling dumating ang tren.,0,
Kailan ba ang huling beses na nakapisa ka ng gagamba?,0,
Ang produksiyon ng bakal sa buwang ito ay tataas ng dalawang porsiyento kumpara sa huling buwan.,0,
Ang tagal na mula noong huli kong nakitang ngumiti si Tom.,0,
Inisip ng huling taong pinagkuwentuhan ko ng ideya ko na baliw ako.,0,
Ako ang huli.,0,
Ang ikalabing-lima ng Marso ang huling araw ko sa eskwela.,0,
"Sa ilog, nahuli nila ang sangkatutak ng isda.",1,
Baka mahuli ako para sa hapunan.,0,
Tingnan natin kung ano ang natatandaan natin mula sa huling aralin.,0,
Siya ang pinakahuling lalaki na nagnakaw.,0,
May nahuli pong gamugamo ang isa sa mga kuting.,1,
Ang tagal na mula noong huli kong nakitang nakangiti si Tom.,0,
Naamoy ko pa sa hininga mo ang huli mong kinain.,0,
Siya ang pinakahuling taong nagsinungaling.,0,
Iyon ang huling beses na nandito si Tom.,0,
"Pagkaalis ng huling kliyente, isinara namin ang mga pintuan.",0,
"Bilisan mo! Kapag hindi ka tatakbo, mahuhuli tayo.",0,
Muntik ko nang mahuli ang isda.,1,
"Pagkaalis ng huling kliyente, isasara namin ang mga pintuan.",0,
Kailan ka huling kumain?,0,
Huhulihin ka ng pulis kung hindi ka tatahimik.,1,
Maaari 'nyo bang ipaliwanag kung bakit kayo nahuli?,0,
"Nahuli ng dating si Tom, pero hindi si Mary.",0,
May nahuling mga paruparo ang mga bata.,1,
Ito ang huling laro.,0,
"Pagkaalis ng huling mamimili, isasara namin ang mga pintuan.",0,
Mahuhuli si Tom dahil naipit siya sa trapik.,0,
"Pagkaalis ng huling mamimili, isinara namin ang mga pintuan.",0,
Ako ang huling nagpasa ng iksamen.,0,
Puro uno ang grado niya noong huling semestre.,0,
"Pagkaalis ng huling kustomer, nagsara kami ng mga pintuan.",0,
Baka ikaw ay mahuhuli sa eskuwela.,0,
Ano ang huling bilang?,0,
Nahuli si Tom.,0,
"At nároón na silá sa unang baytáng ng̃ hagdanang patung̃o sa bayan ni Plutón: sa bahay-sáyawan. Náuuná si Tamád, ang tuksó, at si Sawî ay sumúsunód sa dako niyáng hulihán.",0,
Nahuli ng kapulisan ang magnanakaw.,1,
Iyon ang huling bagay na gusto kong gawin.,0,
"Gaya nga ng sabi ng ating kapitan, masyado na pong huli para makatakas kapag kinakain na ng mga pating ang mga binti ninyo.",0,
Naghati-hati tayo sa huli.,0,
Nahuli si Tom dahil sa mabilis na pagmamaneho.,1,
Nahuli ko silang naghahalikan.,1,
Ang produksiyon ng bakal ngayong buwan ay tataas ng dalawang porsiyento kumpara sa huling buwan.,0,
Sinesante si Tom pagkatapos siyang mahuling naglalaro ng Tetris sa trabaho.,1,
Nakahuli ng mga paruparo ang mga bata.,1,
"Dahil sa makapal na niyebe, ang tren ay nahuli ng 10 minuto.",0,
Nahuli sa bitag ang putakti.,1,
Ang ikalabing-lima ng Marso ang huling araw ko sa eskuwelahan.,0,
"Bilisan mo, o mahuhuli ka sa tanghalian.",0,
Nagtiis si Tom hanggang sa pinakahuli.,0,
Isa-isa pong pinaghuhuli ang mga lalaki.,1,
Tumakas na kayo bago pa mahuli ang lahat.,0,
Nahuli ako dapat naipit ako ng trapik.,0,
"Ako ang huling nagsimula sa karera, ngunit hindi nagtagal ay naabutan ko ang iba.",0,
Sasamahan ka namin hanggang sa huli.,0,
Kailan ba ang huling beses na may napisa kang gagamba?,0,
Ito ang huling araw ng Ramadan.,0,
Nahuli ang kaibigan ko dahil sa pagharurot.,1,
Ang orasan ko ay huli nang tatlong minuto araw-araw.,0,
Kailan ba ang huling beses na nginitian mo ang asawa mo?,0,
"Pagkaalis ng huling mamimili, nagsara kami ng mga pintuan.",0,
Mahuhuli ka na sa eskwela.,0,
Nahuli siyang nangongopya sa pagsusulit at pinagalitan.,1,
Nakahuli si Tom ng isda.,1,
Ang ikalabing-lima ng Marso ang huling araw ko sa paaralan.,0,
Kailan ba ang huling beses na ginalit mo ang nanay mo?,0,
Kailan ang pinakahuli mong pakinig sa kantang ito?,0,
Hindi ko na matandaan ang huling beses natin iyan ginawa.,0,
Labing-isang beses ko nang nahuling nambababae ang asawa ko.,1,
Hindi na ako magugulat kung mahuli si Tom.,0,
"Ang huling aklat na binabasa ng aking ama sa kanyang pagkamatay ay tungkol sa mga pagbabalik ng nakaraang buhay, Buhayin ang Iyong mga Nakaraang Buhay, ni Karl Schlotterbeck.",0,
Kailan ba ang huling beses na nagpasko ka kasama ang buo mong pamilya?,0,
"Sinuwerte ako na nahuli ang tren. Dahil kung hindi, hindi ko maaabutan.",0,
Maghanda na kayo! Bukas na ang huling araw.,0,
